2025-10-28 03:25:30: Price=$4215.85, Position=No position, Balance=1001.97 USDC
2025-10-28 14:24:47: Price=$4079.05, Position=No position, Balance=1001.97 USDC
2025-10-28 14:25:29: Price=$113830.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:25:49: Price=$4083.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:26:29: Price=$113830.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:26:49: Price=$4083.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:27:29: Price=$113830.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:27:49: Price=$4083.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:28:30: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:28:50: Price=$4084.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:29:30: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:29:50: Price=$4084.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:30:30: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:30:50: Price=$4084.55, Position=No position, Balance=1001.97 USDC
2025-10-28 14:31:32: Price=$113793.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:31:52: Price=$4081.75, Position=No position, Balance=1001.97 USDC
2025-10-28 14:32:32: Price=$113793.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:32:52: Price=$4081.75, Position=No position, Balance=1001.97 USDC
2025-10-28 14:33:32: Price=$113793.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:33:52: Price=$4081.75, Position=No position, Balance=1001.97 USDC
2025-10-28 14:34:34: Price=$113931.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:34:53: Price=$4092.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:35:34: Price=$113931.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:35:53: Price=$4092.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:36:34: Price=$113931.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:36:53: Price=$4092.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:37:35: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:37:55: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:38:35: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:38:55: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:39:35: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:39:55: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:40:37: Price=$113991.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:40:56: Price=$4094.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:41:37: Price=$113991.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:41:56: Price=$4094.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:42:37: Price=$113991.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:42:56: Price=$4094.35, Position=No position, Balance=1001.97 USDC
2025-10-28 14:43:39: Price=$114009.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:43:58: Price=$4096.85, Position=No position, Balance=1001.97 USDC
2025-10-28 14:44:39: Price=$114009.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:44:58: Price=$4096.85, Position=No position, Balance=1001.97 USDC
2025-10-28 14:45:39: Price=$114009.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:45:58: Price=$4096.85, Position=No position, Balance=1001.97 USDC
2025-10-28 14:46:40: Price=$114013.00, Position=No position, Balance=1001.97 USDC
2025-10-28 14:46:59: Price=$4099.15, Position=No position, Balance=1001.97 USDC
2025-10-28 14:47:40: Price=$114013.00, Position=No position, Balance=1001.97 USDC
2025-10-28 14:47:59: Price=$4099.15, Position=No position, Balance=1001.97 USDC
2025-10-28 14:48:40: Price=$114013.00, Position=No position, Balance=1001.97 USDC
2025-10-28 14:48:59: Price=$4099.15, Position=No position, Balance=1001.97 USDC
2025-10-28 14:49:42: Price=$114045.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:50:01: Price=$4102.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:50:42: Price=$114045.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:51:01: Price=$4102.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:51:42: Price=$114045.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:52:01: Price=$4102.95, Position=No position, Balance=1001.97 USDC
2025-10-28 14:52:43: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:53:03: Price=$4111.05, Position=No position, Balance=1001.97 USDC
2025-10-28 14:53:43: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:54:03: Price=$4111.05, Position=No position, Balance=1001.97 USDC
2025-10-28 14:54:43: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:55:03: Price=$4111.05, Position=No position, Balance=1001.97 USDC
2025-10-28 14:55:45: Price=$114114.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:56:04: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 14:56:45: Price=$114114.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:57:04: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 14:57:45: Price=$114114.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:58:04: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 14:58:47: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 14:59:06: Price=$4110.15, Position=No position, Balance=1001.97 USDC
2025-10-28 14:59:47: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:00:06: Price=$4110.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:00:47: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:01:06: Price=$4110.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:01:48: Price=$114167.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:02:08: Price=$4113.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:02:48: Price=$114167.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:03:08: Price=$4113.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:03:48: Price=$114167.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:04:08: Price=$4113.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:04:50: Price=$114293.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:05:10: Price=$4122.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:05:50: Price=$114293.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:06:10: Price=$4122.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:06:50: Price=$114293.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:07:10: Price=$4122.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:07:51: Price=$114187.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:08:11: Price=$4116.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:08:51: Price=$114187.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:09:11: Price=$4116.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:09:51: Price=$114187.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:10:11: Price=$4116.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:10:53: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:11:13: Price=$4114.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:11:53: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:12:13: Price=$4114.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:12:53: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:13:13: Price=$4114.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:13:55: Price=$114117.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:14:15: Price=$4112.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:14:55: Price=$114117.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:15:15: Price=$4112.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:15:55: Price=$114117.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:16:15: Price=$4112.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:16:56: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:17:16: Price=$4119.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:17:56: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:18:16: Price=$4119.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:18:56: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:19:16: Price=$4119.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:19:57: Price=$114186.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:20:18: Price=$4116.65, Position=No position, Balance=1001.97 USDC
2025-10-28 15:20:57: Price=$114186.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:21:18: Price=$4116.65, Position=No position, Balance=1001.97 USDC
2025-10-28 15:21:57: Price=$114186.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:22:18: Price=$4116.65, Position=No position, Balance=1001.97 USDC
2025-10-28 15:22:59: Price=$114327.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:23:19: Price=$4120.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:23:59: Price=$114327.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:24:19: Price=$4120.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:24:59: Price=$114327.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:25:19: Price=$4120.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:26:02: Price=$114178.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:26:21: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:27:02: Price=$114178.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:27:21: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:28:02: Price=$114178.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:28:21: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:29:03: Price=$114250.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:29:23: Price=$4120.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:30:03: Price=$114250.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:30:23: Price=$4120.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:31:03: Price=$114250.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:31:23: Price=$4120.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:32:05: Price=$114256.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:32:24: Price=$4123.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:33:05: Price=$114256.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:33:24: Price=$4123.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:34:05: Price=$114256.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:34:24: Price=$4123.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:35:06: Price=$114120.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:35:26: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:36:06: Price=$114120.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:36:26: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:37:06: Price=$114120.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:37:26: Price=$4117.05, Position=No position, Balance=1001.97 USDC
2025-10-28 15:38:08: Price=$114122.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:38:27: Price=$4119.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:39:08: Price=$114122.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:39:27: Price=$4119.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:40:08: Price=$114122.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:40:27: Price=$4119.55, Position=No position, Balance=1001.97 USDC
2025-10-28 15:41:10: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:41:29: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:42:10: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:42:29: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:43:10: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:43:29: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 15:44:11: Price=$114229.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:44:30: Price=$4122.25, Position=No position, Balance=1001.97 USDC
2025-10-28 15:45:11: Price=$114229.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:45:30: Price=$4122.25, Position=No position, Balance=1001.97 USDC
2025-10-28 15:46:11: Price=$114229.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:46:30: Price=$4122.25, Position=No position, Balance=1001.97 USDC
2025-10-28 15:47:13: Price=$114257.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:47:32: Price=$4121.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:48:13: Price=$114257.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:48:32: Price=$4121.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:49:13: Price=$114257.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:49:32: Price=$4121.15, Position=No position, Balance=1001.97 USDC
2025-10-28 15:50:14: Price=$114263.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:50:33: Price=$4116.85, Position=No position, Balance=1001.97 USDC
2025-10-28 15:51:14: Price=$114263.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:51:33: Price=$4116.85, Position=No position, Balance=1001.97 USDC
2025-10-28 15:52:14: Price=$114263.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:52:33: Price=$4116.85, Position=No position, Balance=1001.97 USDC
2025-10-28 15:53:16: Price=$114174.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:53:35: Price=$4114.95, Position=No position, Balance=1001.97 USDC
2025-10-28 15:54:16: Price=$114174.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:54:35: Price=$4114.95, Position=No position, Balance=1001.97 USDC
2025-10-28 15:55:16: Price=$114174.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:55:35: Price=$4114.95, Position=No position, Balance=1001.97 USDC
2025-10-28 15:56:17: Price=$114188.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:56:37: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:57:17: Price=$114188.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:57:37: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:58:17: Price=$114188.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:58:37: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 15:59:21: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 15:59:39: Price=$4116.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:00:22: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:00:39: Price=$4116.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:01:22: Price=$114173.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:01:39: Price=$4116.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:02:25: Price=$114175.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:02:41: Price=$4113.65, Position=No position, Balance=1001.97 USDC
2025-10-28 16:03:25: Price=$114175.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:03:41: Price=$4113.65, Position=No position, Balance=1001.97 USDC
2025-10-28 16:04:25: Price=$114175.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:04:41: Price=$4113.65, Position=No position, Balance=1001.97 USDC
2025-10-28 16:05:26: Price=$114193.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:05:42: Price=$4115.15, Position=No position, Balance=1001.97 USDC
2025-10-28 16:06:26: Price=$114193.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:06:42: Price=$4115.15, Position=No position, Balance=1001.97 USDC
2025-10-28 16:07:26: Price=$114193.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:07:42: Price=$4115.15, Position=No position, Balance=1001.97 USDC
2025-10-28 16:08:28: Price=$114177.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:08:44: Price=$4114.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:09:28: Price=$114177.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:09:44: Price=$4114.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:10:28: Price=$114177.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:10:44: Price=$4114.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:11:30: Price=$114140.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:11:45: Price=$4112.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:12:30: Price=$114140.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:12:45: Price=$4112.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:13:30: Price=$114140.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:13:45: Price=$4112.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:14:31: Price=$114116.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:14:47: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:15:31: Price=$114116.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:15:47: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:16:31: Price=$114116.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:16:47: Price=$4109.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:17:33: Price=$114145.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:17:49: Price=$4111.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:18:33: Price=$114145.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:18:49: Price=$4111.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:19:33: Price=$114145.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:19:49: Price=$4111.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:20:34: Price=$114225.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:20:50: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:21:34: Price=$114225.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:21:50: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:22:34: Price=$114225.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:22:50: Price=$4116.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:23:36: Price=$114314.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:23:52: Price=$4124.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:24:36: Price=$114314.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:24:52: Price=$4124.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:25:36: Price=$114314.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:25:52: Price=$4124.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:26:37: Price=$114358.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:26:53: Price=$4125.90, Position=No position, Balance=1001.97 USDC
2025-10-28 16:27:37: Price=$114358.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:27:53: Price=$4125.90, Position=No position, Balance=1001.97 USDC
2025-10-28 16:28:37: Price=$114358.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:28:53: Price=$4125.90, Position=No position, Balance=1001.97 USDC
2025-10-28 16:29:39: Price=$114350.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:29:55: Price=$4126.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:30:39: Price=$114350.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:30:55: Price=$4126.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:31:39: Price=$114350.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:31:55: Price=$4126.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:32:41: Price=$114397.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:32:57: Price=$4127.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:33:41: Price=$114397.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:33:57: Price=$4127.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:34:41: Price=$114397.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:34:57: Price=$4127.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:35:42: Price=$114387.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:35:58: Price=$4128.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:36:42: Price=$114387.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:36:58: Price=$4128.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:37:42: Price=$114387.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:37:58: Price=$4128.45, Position=No position, Balance=1001.97 USDC
2025-10-28 16:38:44: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:39:00: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:39:44: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:40:00: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:40:44: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:41:00: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 16:41:45: Price=$114412.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:42:02: Price=$4130.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:42:45: Price=$114412.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:43:02: Price=$4130.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:43:45: Price=$114412.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:44:02: Price=$4130.25, Position=No position, Balance=1001.97 USDC
2025-10-28 16:44:47: Price=$114415.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:45:03: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:45:47: Price=$114415.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:46:03: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:46:47: Price=$114415.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:47:03: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:47:48: Price=$114423.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:48:05: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:48:48: Price=$114423.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:49:05: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:49:48: Price=$114423.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:50:05: Price=$4132.55, Position=No position, Balance=1001.97 USDC
2025-10-28 16:50:50: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:51:06: Price=$4133.75, Position=No position, Balance=1001.97 USDC
2025-10-28 16:51:50: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:52:06: Price=$4133.75, Position=No position, Balance=1001.97 USDC
2025-10-28 16:52:50: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:53:06: Price=$4133.75, Position=No position, Balance=1001.97 USDC
2025-10-28 16:53:51: Price=$114427.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:54:08: Price=$4128.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:54:51: Price=$114427.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:55:08: Price=$4128.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:55:51: Price=$114427.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:56:08: Price=$4128.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:56:53: Price=$114353.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:57:09: Price=$4120.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:57:53: Price=$114353.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:58:09: Price=$4120.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:58:53: Price=$114353.50, Position=No position, Balance=1001.97 USDC
2025-10-28 16:59:09: Price=$4120.85, Position=No position, Balance=1001.97 USDC
2025-10-28 16:59:55: Price=$114404.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:00:11: Price=$4122.15, Position=No position, Balance=1001.97 USDC
2025-10-28 17:00:55: Price=$114404.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:01:11: Price=$4122.15, Position=No position, Balance=1001.97 USDC
2025-10-28 17:01:55: Price=$114404.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:02:11: Price=$4122.15, Position=No position, Balance=1001.97 USDC
2025-10-28 17:02:56: Price=$114559.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:03:13: Price=$4125.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:03:56: Price=$114559.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:04:13: Price=$4125.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:04:56: Price=$114559.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:05:13: Price=$4125.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:05:58: Price=$114532.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:06:14: Price=$4124.65, Position=No position, Balance=1001.97 USDC
2025-10-28 17:06:58: Price=$114532.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:07:14: Price=$4124.65, Position=No position, Balance=1001.97 USDC
2025-10-28 17:07:58: Price=$114532.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:08:14: Price=$4124.65, Position=No position, Balance=1001.97 USDC
2025-10-28 17:08:59: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:09:16: Price=$4117.25, Position=No position, Balance=1001.97 USDC
2025-10-28 17:09:59: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:10:16: Price=$4117.25, Position=No position, Balance=1001.97 USDC
2025-10-28 17:10:59: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:11:16: Price=$4117.25, Position=No position, Balance=1001.97 USDC
2025-10-28 17:12:01: Price=$114333.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:12:17: Price=$4113.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:13:01: Price=$114333.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:13:17: Price=$4113.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:14:01: Price=$114333.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:14:17: Price=$4113.55, Position=No position, Balance=1001.97 USDC
2025-10-28 17:15:03: Price=$114353.50, Position=No position, Balance=1001.97 USDC
2025-10-28 17:15:19: Price=$4116.35, Position=No position, Balance=1001.97 USDC
2025-10-28 17:16:03: Price=$114353.50, Position=No position, Balance=1001.97 USDC
