2025-10-31 07:51:58: Price=$4033.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:18:57: Price=$3932.20, Position=No position, Balance=1001.97 USDC
2025-11-05 08:19:59: Price=$3932.35, Position=No position, Balance=1001.97 USDC
2025-11-05 08:20:59: Price=$3932.35, Position=No position, Balance=1001.97 USDC
2025-11-05 08:21:59: Price=$3932.35, Position=No position, Balance=1001.97 USDC
2025-11-05 08:23:01: Price=$3933.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:24:01: Price=$3933.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:25:01: Price=$3933.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:26:02: Price=$3928.45, Position=No position, Balance=1001.97 USDC
2025-11-05 08:27:02: Price=$3928.45, Position=No position, Balance=1001.97 USDC
2025-11-05 08:28:02: Price=$3928.45, Position=No position, Balance=1001.97 USDC
2025-11-05 08:29:04: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:30:04: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:31:04: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:32:05: Price=$3929.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:33:05: Price=$3929.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:34:05: Price=$3929.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:35:07: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 08:36:07: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 08:37:07: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 08:38:09: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:39:09: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:40:09: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:41:10: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 08:42:10: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 08:43:10: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 08:44:12: Price=$3923.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:45:12: Price=$3923.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:46:12: Price=$3923.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:47:13: Price=$3924.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:48:13: Price=$3924.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:49:13: Price=$3924.95, Position=No position, Balance=1001.97 USDC
2025-11-05 08:50:15: Price=$3924.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:51:15: Price=$3924.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:52:15: Price=$3924.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:53:16: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 08:54:16: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 08:55:16: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 08:56:18: Price=$3924.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:57:18: Price=$3924.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:58:18: Price=$3924.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:59:20: Price=$3928.60, Position=No position, Balance=1001.97 USDC
2025-11-05 09:00:20: Price=$3928.60, Position=No position, Balance=1001.97 USDC
2025-11-05 09:01:20: Price=$3928.60, Position=No position, Balance=1001.97 USDC
2025-11-05 09:02:21: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:03:21: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:04:21: Price=$3928.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:05:23: Price=$3932.45, Position=No position, Balance=1001.97 USDC
2025-11-05 09:06:23: Price=$3932.45, Position=No position, Balance=1001.97 USDC
2025-11-05 09:07:23: Price=$3932.45, Position=No position, Balance=1001.97 USDC
2025-11-05 09:08:25: Price=$3932.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:09:25: Price=$3932.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:10:25: Price=$3932.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:11:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 09:12:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 09:13:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 09:14:28: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:15:28: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:16:28: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:17:29: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 09:18:29: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 09:19:29: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 09:20:31: Price=$3929.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:21:31: Price=$3929.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:22:31: Price=$3929.05, Position=No position, Balance=1001.97 USDC
2025-11-05 09:23:33: Price=$3931.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:24:33: Price=$3931.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:25:33: Price=$3931.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:26:35: Price=$3934.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:27:35: Price=$3934.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:28:35: Price=$3934.15, Position=No position, Balance=1001.97 USDC
2025-11-05 09:29:37: Price=$3935.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:30:37: Price=$3935.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:31:37: Price=$3935.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:32:39: Price=$3934.50, Position=No position, Balance=1001.97 USDC
2025-11-05 09:33:39: Price=$3934.50, Position=No position, Balance=1001.97 USDC
2025-11-05 09:34:39: Price=$3934.50, Position=No position, Balance=1001.97 USDC
2025-11-05 09:35:40: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 09:36:40: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 09:37:40: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 09:38:42: Price=$3932.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:39:42: Price=$3932.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:40:42: Price=$3932.65, Position=No position, Balance=1001.97 USDC
2025-11-05 09:41:44: Price=$3936.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:42:44: Price=$3936.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:43:44: Price=$3936.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:44:45: Price=$3932.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:45:45: Price=$3932.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:46:45: Price=$3932.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:47:47: Price=$3927.80, Position=No position, Balance=1001.97 USDC
2025-11-05 09:48:47: Price=$3927.80, Position=No position, Balance=1001.97 USDC
2025-11-05 09:49:47: Price=$3927.80, Position=No position, Balance=1001.97 USDC
2025-11-05 09:50:49: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 09:51:49: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 09:52:49: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 09:53:51: Price=$3925.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:54:51: Price=$3925.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:55:51: Price=$3925.75, Position=No position, Balance=1001.97 USDC
2025-11-05 09:56:52: Price=$3927.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:57:52: Price=$3927.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:58:52: Price=$3927.20, Position=No position, Balance=1001.97 USDC
2025-11-05 09:59:54: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 10:00:54: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 10:01:54: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 10:02:56: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:03:56: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:04:56: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:05:57: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:06:57: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:07:57: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:08:59: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:09:59: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:10:59: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:12:01: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 10:13:01: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 10:14:01: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 10:15:03: Price=$3931.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:16:03: Price=$3931.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:17:03: Price=$3931.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:18:05: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:19:05: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:20:05: Price=$3928.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:21:07: Price=$3929.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:22:07: Price=$3929.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:23:07: Price=$3929.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:24:08: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:25:08: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:26:08: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 10:27:10: Price=$3927.50, Position=No position, Balance=1001.97 USDC
2025-11-05 10:28:10: Price=$3927.50, Position=No position, Balance=1001.97 USDC
2025-11-05 10:29:10: Price=$3927.50, Position=No position, Balance=1001.97 USDC
2025-11-05 10:30:11: Price=$3928.80, Position=No position, Balance=1001.97 USDC
2025-11-05 10:31:11: Price=$3928.80, Position=No position, Balance=1001.97 USDC
2025-11-05 10:32:11: Price=$3928.80, Position=No position, Balance=1001.97 USDC
2025-11-05 10:33:13: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:34:13: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:35:13: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:36:15: Price=$3934.10, Position=No position, Balance=1001.97 USDC
2025-11-05 10:37:15: Price=$3934.10, Position=No position, Balance=1001.97 USDC
2025-11-05 10:38:15: Price=$3934.10, Position=No position, Balance=1001.97 USDC
2025-11-05 10:39:16: Price=$3937.55, Position=No position, Balance=1001.97 USDC
2025-11-05 10:40:16: Price=$3937.55, Position=No position, Balance=1001.97 USDC
2025-11-05 10:41:16: Price=$3937.55, Position=No position, Balance=1001.97 USDC
2025-11-05 10:42:18: Price=$3938.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:43:18: Price=$3938.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:44:18: Price=$3938.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:45:19: Price=$3936.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:46:19: Price=$3936.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:47:19: Price=$3936.30, Position=No position, Balance=1001.97 USDC
2025-11-05 10:48:21: Price=$3938.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:49:21: Price=$3938.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:50:21: Price=$3938.35, Position=No position, Balance=1001.97 USDC
2025-11-05 10:51:23: Price=$3938.60, Position=No position, Balance=1001.97 USDC
2025-11-05 10:52:23: Price=$3938.60, Position=No position, Balance=1001.97 USDC
2025-11-05 10:53:23: Price=$3938.60, Position=No position, Balance=1001.97 USDC
2025-11-05 10:54:25: Price=$3938.85, Position=No position, Balance=1001.97 USDC
2025-11-05 10:55:25: Price=$3938.85, Position=No position, Balance=1001.97 USDC
2025-11-05 10:56:25: Price=$3938.85, Position=No position, Balance=1001.97 USDC
2025-11-05 10:57:26: Price=$3941.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:58:26: Price=$3941.05, Position=No position, Balance=1001.97 USDC
2025-11-05 10:59:26: Price=$3941.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:00:28: Price=$3940.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:01:28: Price=$3940.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:02:28: Price=$3940.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:03:29: Price=$3943.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:04:29: Price=$3943.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:05:29: Price=$3943.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:06:31: Price=$3945.70, Position=No position, Balance=1001.97 USDC
2025-11-05 11:07:31: Price=$3945.70, Position=No position, Balance=1001.97 USDC
2025-11-05 11:08:31: Price=$3945.70, Position=No position, Balance=1001.97 USDC
2025-11-05 11:09:32: Price=$3945.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:10:32: Price=$3945.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:11:32: Price=$3945.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:12:34: Price=$3945.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:13:34: Price=$3945.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:14:34: Price=$3945.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:15:35: Price=$3945.50, Position=No position, Balance=1001.97 USDC
2025-11-05 11:16:35: Price=$3945.50, Position=No position, Balance=1001.97 USDC
2025-11-05 11:17:35: Price=$3945.50, Position=No position, Balance=1001.97 USDC
2025-11-05 11:18:37: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:19:37: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:20:37: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:21:39: Price=$3946.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:22:39: Price=$3946.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:23:39: Price=$3946.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:24:40: Price=$3946.85, Position=No position, Balance=1001.97 USDC
2025-11-05 11:25:40: Price=$3946.85, Position=No position, Balance=1001.97 USDC
2025-11-05 11:26:40: Price=$3946.85, Position=No position, Balance=1001.97 USDC
2025-11-05 11:27:42: Price=$3947.90, Position=No position, Balance=1001.97 USDC
2025-11-05 11:28:42: Price=$3947.90, Position=No position, Balance=1001.97 USDC
2025-11-05 11:29:42: Price=$3947.90, Position=No position, Balance=1001.97 USDC
2025-11-05 11:30:43: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:31:43: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:32:43: Price=$3946.55, Position=No position, Balance=1001.97 USDC
2025-11-05 11:33:44: Price=$3948.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:34:44: Price=$3948.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:35:45: Price=$3948.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:36:46: Price=$3949.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:37:46: Price=$3949.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:38:46: Price=$3949.25, Position=No position, Balance=1001.97 USDC
2025-11-05 11:39:48: Price=$3949.75, Position=No position, Balance=1001.97 USDC
2025-11-05 11:40:48: Price=$3949.75, Position=No position, Balance=1001.97 USDC
2025-11-05 11:41:48: Price=$3949.75, Position=No position, Balance=1001.97 USDC
2025-11-05 11:42:49: Price=$3950.10, Position=No position, Balance=1001.97 USDC
2025-11-05 11:43:49: Price=$3950.10, Position=No position, Balance=1001.97 USDC
2025-11-05 11:44:49: Price=$3950.10, Position=No position, Balance=1001.97 USDC
2025-11-05 11:45:51: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:46:51: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:47:51: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:48:53: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:49:53: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:50:53: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:51:54: Price=$3955.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:52:54: Price=$3955.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:53:54: Price=$3955.35, Position=No position, Balance=1001.97 USDC
2025-11-05 11:54:56: Price=$3955.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:55:56: Price=$3955.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:56:56: Price=$3955.05, Position=No position, Balance=1001.97 USDC
2025-11-05 11:57:57: Price=$3955.70, Position=No position, Balance=1001.97 USDC
2025-11-05 11:58:57: Price=$3955.70, Position=No position, Balance=1001.97 USDC
2025-11-05 11:59:57: Price=$3955.70, Position=No position, Balance=1001.97 USDC
2025-11-05 12:00:59: Price=$3954.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:01:59: Price=$3954.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:02:59: Price=$3954.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:04:00: Price=$3954.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:05:00: Price=$3954.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:06:00: Price=$3954.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:07:02: Price=$3953.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:08:02: Price=$3953.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:09:02: Price=$3953.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:10:04: Price=$3955.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:11:04: Price=$3955.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:12:04: Price=$3955.65, Position=No position, Balance=1001.97 USDC
2025-11-05 12:13:05: Price=$3956.75, Position=No position, Balance=1001.97 USDC
2025-11-05 12:14:05: Price=$3956.75, Position=No position, Balance=1001.97 USDC
2025-11-05 12:15:05: Price=$3956.75, Position=No position, Balance=1001.97 USDC
2025-11-05 12:16:07: Price=$3954.40, Position=No position, Balance=1001.97 USDC
2025-11-05 12:17:07: Price=$3954.40, Position=No position, Balance=1001.97 USDC
2025-11-05 12:18:07: Price=$3954.40, Position=No position, Balance=1001.97 USDC
2025-11-05 12:19:08: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:20:08: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:21:08: Price=$3953.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:22:10: Price=$3954.20, Position=No position, Balance=1001.97 USDC
2025-11-05 12:23:10: Price=$3954.20, Position=No position, Balance=1001.97 USDC
2025-11-05 12:24:10: Price=$3954.20, Position=No position, Balance=1001.97 USDC
2025-11-05 12:25:11: Price=$3955.85, Position=No position, Balance=1001.97 USDC
2025-11-05 12:26:11: Price=$3955.85, Position=No position, Balance=1001.97 USDC
2025-11-05 12:27:11: Price=$3955.85, Position=No position, Balance=1001.97 USDC
2025-11-05 12:28:13: Price=$3956.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:29:13: Price=$3956.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:30:13: Price=$3956.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:31:14: Price=$3957.05, Position=No position, Balance=1001.97 USDC
2025-11-05 12:32:14: Price=$3957.05, Position=No position, Balance=1001.97 USDC
2025-11-05 12:33:14: Price=$3957.05, Position=No position, Balance=1001.97 USDC
2025-11-05 12:34:16: Price=$3958.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:35:16: Price=$3958.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:36:16: Price=$3958.95, Position=No position, Balance=1001.97 USDC
2025-11-05 12:37:18: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:38:18: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:39:18: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:40:19: Price=$3959.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:41:19: Price=$3959.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:42:19: Price=$3959.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:43:21: Price=$3961.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:44:21: Price=$3961.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:45:21: Price=$3961.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:46:22: Price=$3962.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:47:22: Price=$3962.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:48:22: Price=$3962.45, Position=No position, Balance=1001.97 USDC
2025-11-05 12:49:24: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:50:24: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:51:24: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 12:52:25: Price=$3959.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:53:25: Price=$3959.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:54:25: Price=$3959.55, Position=No position, Balance=1001.97 USDC
2025-11-05 12:55:27: Price=$3958.30, Position=No position, Balance=1001.97 USDC
2025-11-05 12:56:27: Price=$3958.30, Position=No position, Balance=1001.97 USDC
2025-11-05 12:57:27: Price=$3958.30, Position=No position, Balance=1001.97 USDC
2025-11-05 12:58:28: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 12:59:28: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 13:00:28: Price=$3957.35, Position=No position, Balance=1001.97 USDC
2025-11-05 13:01:30: Price=$3959.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:02:30: Price=$3959.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:03:30: Price=$3959.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:04:31: Price=$3957.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:05:31: Price=$3957.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:06:31: Price=$3957.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:07:33: Price=$3957.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:08:33: Price=$3957.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:09:33: Price=$3957.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:10:34: Price=$3959.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:11:34: Price=$3959.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:12:34: Price=$3959.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:13:36: Price=$3960.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:14:36: Price=$3960.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:15:36: Price=$3960.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:16:38: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:17:38: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:18:38: Price=$3960.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:19:39: Price=$3962.00, Position=No position, Balance=1001.97 USDC
2025-11-05 13:20:39: Price=$3962.00, Position=No position, Balance=1001.97 USDC
2025-11-05 13:21:39: Price=$3962.00, Position=No position, Balance=1001.97 USDC
2025-11-05 13:22:40: Price=$3963.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:23:40: Price=$3963.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:24:40: Price=$3963.25, Position=No position, Balance=1001.97 USDC
2025-11-05 13:25:42: Price=$3963.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:26:42: Price=$3963.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:27:42: Price=$3963.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:28:43: Price=$3966.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:29:43: Price=$3966.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:30:43: Price=$3966.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:31:45: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 13:32:45: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 13:33:45: Price=$3962.35, Position=No position, Balance=1001.97 USDC
2025-11-05 13:34:46: Price=$3963.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:35:46: Price=$3963.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:36:47: Price=$3963.10, Position=No position, Balance=1001.97 USDC
2025-11-05 13:37:48: Price=$3960.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:38:48: Price=$3960.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:39:48: Price=$3960.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:40:50: Price=$3958.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:41:50: Price=$3958.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:42:50: Price=$3958.85, Position=No position, Balance=1001.97 USDC
2025-11-05 13:43:51: Price=$3959.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:44:51: Price=$3959.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:45:51: Price=$3959.15, Position=No position, Balance=1001.97 USDC
2025-11-05 13:46:53: Price=$3956.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:47:53: Price=$3956.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:48:53: Price=$3956.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:49:55: Price=$3954.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:50:55: Price=$3954.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:51:55: Price=$3954.55, Position=No position, Balance=1001.97 USDC
2025-11-05 13:52:57: Price=$3952.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:53:57: Price=$3952.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:54:57: Price=$3952.40, Position=No position, Balance=1001.97 USDC
2025-11-05 13:55:59: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:56:59: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:57:59: Price=$3953.05, Position=No position, Balance=1001.97 USDC
2025-11-05 13:59:02: Price=$3951.95, Position=No position, Balance=1001.97 USDC
2025-11-05 14:00:02: Price=$3951.95, Position=No position, Balance=1001.97 USDC
2025-11-05 14:01:02: Price=$3951.95, Position=No position, Balance=1001.97 USDC
