2025-10-29 11:24:58: Price=$112479.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:35:25: Price=$113237.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:36:03: Price=$113223.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:36:25: Price=$113237.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:37:03: Price=$113223.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:37:25: Price=$113237.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:38:03: Price=$113223.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:38:26: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:39:05: Price=$113117.00, Position=No position, Balance=1001.97 USDC
2025-10-29 19:39:26: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:40:05: Price=$113117.00, Position=No position, Balance=1001.97 USDC
2025-10-29 19:40:26: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:41:05: Price=$113117.00, Position=No position, Balance=1001.97 USDC
2025-10-29 19:41:27: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:42:07: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:42:27: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:43:07: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:43:27: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:44:07: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:44:29: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:45:09: Price=$113025.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:45:29: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:46:09: Price=$113025.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:46:29: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:47:09: Price=$113025.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:47:31: Price=$113087.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:48:11: Price=$113089.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:48:31: Price=$113087.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:49:11: Price=$113089.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:49:31: Price=$113087.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:50:11: Price=$113089.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:50:32: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:51:13: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:51:32: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:52:13: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:52:32: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:53:13: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:53:34: Price=$113097.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:54:15: Price=$113113.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:54:34: Price=$113097.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:55:15: Price=$113113.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:55:34: Price=$113097.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:56:15: Price=$113113.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:56:35: Price=$113139.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:57:17: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:57:35: Price=$113139.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:58:17: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:58:35: Price=$113139.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:59:17: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:59:37: Price=$113123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:00:19: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:00:37: Price=$113123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:01:19: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:01:38: Price=$113123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:02:19: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:02:40: Price=$113202.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:03:21: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:03:40: Price=$113202.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:04:21: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:04:40: Price=$113202.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:05:21: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:05:42: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:06:23: Price=$113181.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:06:42: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:07:23: Price=$113181.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:07:42: Price=$113199.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:08:23: Price=$113181.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:08:44: Price=$113205.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:09:25: Price=$113211.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:09:44: Price=$113205.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:10:25: Price=$113211.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:10:44: Price=$113205.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:11:25: Price=$113211.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:11:47: Price=$113308.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:12:27: Price=$113321.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:12:47: Price=$113308.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:13:27: Price=$113321.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:13:47: Price=$113308.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:14:27: Price=$113321.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:14:49: Price=$113248.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:15:29: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:15:49: Price=$113248.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:16:29: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:16:49: Price=$113248.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:17:29: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:17:51: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:18:31: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:18:51: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:19:31: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:19:51: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:20:31: Price=$113221.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:20:54: Price=$113209.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:21:34: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:21:54: Price=$113209.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:22:34: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:22:54: Price=$113209.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:23:34: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:23:56: Price=$113175.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:24:37: Price=$113127.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:24:56: Price=$113175.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:25:37: Price=$113127.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:25:56: Price=$113175.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:26:37: Price=$113127.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:26:59: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:27:40: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:27:59: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:28:40: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:28:59: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:29:40: Price=$113105.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:30:00: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:30:43: Price=$113094.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:31:00: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:31:43: Price=$113094.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:32:00: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:32:43: Price=$113094.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:33:03: Price=$113080.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:33:46: Price=$113060.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:34:03: Price=$113080.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:34:46: Price=$113060.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:35:03: Price=$113080.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:35:46: Price=$113060.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:36:05: Price=$113102.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:36:48: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:37:05: Price=$113102.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:37:48: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:38:05: Price=$113102.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:38:48: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:39:07: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:39:51: Price=$113062.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:40:07: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:40:51: Price=$113062.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:41:07: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:41:51: Price=$113062.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:42:09: Price=$113126.00, Position=No position, Balance=1001.97 USDC
2025-10-29 20:42:53: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:43:09: Price=$113126.00, Position=No position, Balance=1001.97 USDC
2025-10-29 20:43:53: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:44:09: Price=$113126.00, Position=No position, Balance=1001.97 USDC
2025-10-29 20:44:53: Price=$113161.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:45:11: Price=$113155.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:45:56: Price=$113134.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:46:11: Price=$113155.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:46:56: Price=$113134.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:47:11: Price=$113155.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:47:56: Price=$113134.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:48:14: Price=$113085.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:48:58: Price=$113083.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:49:14: Price=$113085.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:49:58: Price=$113083.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:50:14: Price=$113085.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:50:58: Price=$113083.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:51:15: Price=$113116.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:52:00: Price=$113142.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:52:15: Price=$113116.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:53:00: Price=$113142.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:53:15: Price=$113116.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:54:00: Price=$113142.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:54:17: Price=$113189.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:55:02: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:55:17: Price=$113189.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:56:02: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:56:17: Price=$113189.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:57:02: Price=$113206.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:57:19: Price=$113135.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:58:04: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:58:19: Price=$113135.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:59:04: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 20:59:19: Price=$113135.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:00:04: Price=$113111.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:00:21: Price=$113156.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:01:07: Price=$113119.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:01:21: Price=$113156.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:02:07: Price=$113119.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:02:21: Price=$113156.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:03:07: Price=$113119.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:03:23: Price=$113128.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:04:09: Price=$113145.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:04:23: Price=$113128.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:05:09: Price=$113145.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:05:23: Price=$113128.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:06:09: Price=$113145.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:06:25: Price=$113249.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:07:11: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:07:25: Price=$113249.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:08:11: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:08:25: Price=$113249.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:09:11: Price=$113258.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:09:27: Price=$113270.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:10:13: Price=$113334.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:10:27: Price=$113270.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:11:13: Price=$113334.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:11:27: Price=$113270.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:12:13: Price=$113334.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:12:29: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:13:16: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:13:29: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:14:16: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:14:29: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:15:16: Price=$113344.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:15:31: Price=$113347.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:16:18: Price=$113339.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:16:31: Price=$113347.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:17:18: Price=$113339.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:17:31: Price=$113347.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:18:18: Price=$113339.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:18:33: Price=$113499.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:19:20: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:19:33: Price=$113499.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:20:20: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:20:33: Price=$113499.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:21:20: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:21:36: Price=$113441.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:22:27: Price=$113458.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:22:36: Price=$113441.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:23:27: Price=$113458.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:23:36: Price=$113441.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:24:27: Price=$113458.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:24:38: Price=$113460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:25:38: Price=$113460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:25:45: Price=$113495.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:26:38: Price=$113460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:26:45: Price=$113495.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:27:40: Price=$113575.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:27:45: Price=$113495.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:28:40: Price=$113575.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:28:47: Price=$113551.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:29:40: Price=$113575.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:29:47: Price=$113551.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:30:42: Price=$113518.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:30:47: Price=$113551.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:31:42: Price=$113518.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:31:49: Price=$113516.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:32:42: Price=$113518.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:32:49: Price=$113516.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:33:44: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:33:49: Price=$113516.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:34:44: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:34:51: Price=$113243.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:35:44: Price=$113451.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:35:51: Price=$113243.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:36:46: Price=$113184.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:36:51: Price=$113243.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:37:46: Price=$113184.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:37:53: Price=$112980.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:38:46: Price=$113184.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:38:53: Price=$112980.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:39:48: Price=$112993.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:39:53: Price=$112980.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:40:48: Price=$112993.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:40:56: Price=$112934.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:41:48: Price=$112993.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:41:56: Price=$112934.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:42:50: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:42:56: Price=$112934.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:43:50: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:43:58: Price=$112949.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:44:50: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:44:58: Price=$112949.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:45:52: Price=$112924.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:46:52: Price=$112924.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:47:52: Price=$112924.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:48:54: Price=$112729.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:49:54: Price=$112729.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:50:54: Price=$112729.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:51:56: Price=$112964.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:52:56: Price=$112964.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:53:56: Price=$112964.00, Position=No position, Balance=1001.97 USDC
2025-10-29 21:54:58: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:55:58: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:56:58: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:58:01: Price=$112942.50, Position=No position, Balance=1001.97 USDC
2025-10-29 21:59:01: Price=$112942.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:00:01: Price=$112942.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:01:03: Price=$112809.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:02:03: Price=$112809.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:03:03: Price=$112809.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:04:10: Price=$112530.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:05:10: Price=$112530.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:06:10: Price=$112530.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:07:14: Price=$112624.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:08:14: Price=$112624.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:09:14: Price=$112624.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:10:17: Price=$112726.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:26:42: Price=$112401.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:27:42: Price=$112401.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:28:42: Price=$112401.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:29:43: Price=$112244.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:30:43: Price=$112244.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:31:43: Price=$112244.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:32:45: Price=$112326.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:33:45: Price=$112326.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:34:49: Price=$112460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:35:49: Price=$112460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:36:49: Price=$112460.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:37:51: Price=$112599.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:38:51: Price=$112599.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:39:51: Price=$112599.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:40:53: Price=$112550.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:41:53: Price=$112550.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:42:53: Price=$112550.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:43:54: Price=$112557.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:44:54: Price=$112557.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:45:54: Price=$112557.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:46:56: Price=$112639.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:47:56: Price=$112639.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:48:56: Price=$112639.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:49:27: Price=$112537.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:49:57: Price=$112513.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:50:27: Price=$112537.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:50:57: Price=$112513.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:51:27: Price=$112537.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:51:57: Price=$112513.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:52:29: Price=$112480.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:52:59: Price=$112478.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:53:29: Price=$112480.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:53:59: Price=$112478.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:54:29: Price=$112480.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:54:59: Price=$112478.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:55:31: Price=$112359.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:56:00: Price=$112360.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:56:31: Price=$112359.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:57:00: Price=$112360.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:57:31: Price=$112359.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:58:00: Price=$112360.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:58:33: Price=$112397.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:59:02: Price=$112380.50, Position=No position, Balance=1001.97 USDC
2025-10-29 22:59:33: Price=$112397.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:00:02: Price=$112380.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:00:33: Price=$112397.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:01:02: Price=$112380.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:01:35: Price=$112439.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:02:04: Price=$112458.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:02:35: Price=$112439.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:03:04: Price=$112458.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:03:35: Price=$112439.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:04:04: Price=$112458.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:04:37: Price=$112365.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:05:05: Price=$112231.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:05:37: Price=$112365.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:06:05: Price=$112231.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:06:37: Price=$112365.50, Position=No position, Balance=1001.97 USDC
